dgp,n,rep,method,MASE,RMSSE,sMAPE
D8,24,173,CrostonClassic,1.139559484452304,0.9794359344820028,150.51347268437604
D8,24,174,CrostonClassic,0.9993315885499156,0.7201198675734388,165.3310853179267
D8,24,175,CrostonClassic,0.7710109527140043,0.5853715262404432,143.7008399035315
D8,24,176,CrostonClassic,1.269856603224252,0.8844779238326228,145.4539103756722
D8,24,177,CrostonClassic,1.109402643659348,0.6858762514883658,176.67619184305832
D8,24,178,CrostonClassic,1.4119568955634527,1.0647472593560525,194.62801932367145
D8,24,179,CrostonClassic,0.9845223554214614,0.7338660910220222,154.28427914353696
D8,24,180,CrostonClassic,0.7924254572697348,0.6582443681340227,163.25114135533013
D8,24,181,CrostonClassic,0.7519204485628403,0.5577593019638126,193.26787968904256
D8,24,182,CrostonClassic,0.7301587301587301,0.5889644297044682,126.58507659053176
D8,24,183,CrostonClassic,0.9230689622865185,0.6309116182196735,179.5548748307179
D8,24,184,CrostonClassic,0.9781833483250195,0.5556444928733891,165.47849079147048
D8,24,185,CrostonClassic,1.597222222222222,0.9582250737060977,128.91473388984926
D8,24,186,CrostonClassic,1.0576937501195163,0.6863470241593103,182.11010820620274
D8,24,187,CrostonClassic,1.4813025143687892,1.1356018851246934,162.7824967259835
D8,24,188,CrostonClassic,0.7737809963870053,0.6130201926707213,155.26720119932264
D8,24,189,CrostonClassic,0.8158639451779733,0.7067344275496772,180.1032504918757
D8,24,190,CrostonClassic,0.8887273222430894,0.7257426494690676,159.0701993096936
D8,24,191,CrostonClassic,0.8400305701433562,0.7155800786217541,175.74027262394978
D8,24,192,CrostonClassic,1.2276329593587827,0.7528648381196282,160.79125702801232
D8,24,193,CrostonClassic,0.7194052979621166,0.5784203743554471,152.90744913800484
D8,24,194,CrostonClassic,0.9188427210279964,0.8057434433704551,134.47229117949135
D8,24,195,CrostonClassic,1.3255612995871473,0.6643146594980348,177.8427367922775
D8,24,196,CrostonClassic,0.9694932558748923,0.7613304290932345,152.03042486402484
D8,24,197,CrostonClassic,1.2644362426041944,0.7743723817322952,173.8512502191381
D8,24,198,CrostonClassic,1.8882527897095729,1.3782879301106128,158.99831393697463
D8,24,199,CrostonClassic,0.6563225038776406,0.5930588521118887,119.83701846948219
D8,24,0,CrostonOptimized,0.5750000000000001,0.4446566940222473,127.3903347220398
