horizon_slice,dgp,dgp_label,n,method,cover60,cover80,width60,width80
h1_6,D3,"ARIMA(1,1,1) with drift",48,AutoARIMA,0.5583333333333333,0.7325,4.954875351148225,7.544876495552711
h1_6,D3,"ARIMA(1,1,1) with drift",48,AutoETS,0.49333333333333335,0.6891666666666667,4.130953651187744,6.29027632346824
h1_6,D3,"ARIMA(1,1,1) with drift",48,Combination,0.4983333333333333,0.7216666666666667,4.209508124671111,6.48885233132268
h1_6,D3,"ARIMA(1,1,1) with drift",48,SeasonalNaive,0.48166666666666663,0.6691666666666667,3.7576597523176076,5.721855089043877
h1_6,D3,"ARIMA(1,1,1) with drift",48,Theta,0.455,0.655,3.5426953716773646,5.6314041749470904
h1_6,D3,"ARIMA(1,1,1) with drift",48,TimesFM3,0.54,0.7458333333333332,4.8327640050659975,7.691717620722329
h1_6,D3,"ARIMA(1,1,1) with drift",96,AutoARIMA,0.5891666666666666,0.7916666666666667,4.941163897394538,7.523997821960633
h1_6,D3,"ARIMA(1,1,1) with drift",96,AutoETS,0.5133333333333333,0.695,4.186865891615298,6.375414882709249
h1_6,D3,"ARIMA(1,1,1) with drift",96,Combination,0.5441666666666667,0.7275,4.235417000176384,6.529727753683138
h1_6,D3,"ARIMA(1,1,1) with drift",96,SeasonalNaive,0.455,0.6391666666666667,3.785073218824274,5.763598060248962
h1_6,D3,"ARIMA(1,1,1) with drift",96,Theta,0.42666666666666664,0.6208333333333333,3.5782212115193164,5.689770556379533
h1_6,D3,"ARIMA(1,1,1) with drift",96,TimesFM3,0.5866666666666667,0.795,4.940358863359562,7.697266715669994
h1_6,D3,"ARIMA(1,1,1) with drift",200,AutoARIMA,0.5825,0.785,4.998381747546935,7.61112445626453
h1_6,D3,"ARIMA(1,1,1) with drift",200,AutoETS,0.47083333333333327,0.6516666666666667,4.168091699492501,6.34682708769288
h1_6,D3,"ARIMA(1,1,1) with drift",200,Combination,0.495,0.6883333333333332,4.260103359250786,6.568269077641426
h1_6,D3,"ARIMA(1,1,1) with drift",200,SeasonalNaive,0.4158333333333333,0.5866666666666667,3.797380180276643,5.782338088526794
h1_6,D3,"ARIMA(1,1,1) with drift",200,Theta,0.4175,0.5875,3.6138366307129233,5.746855688966868
h1_6,D3,"ARIMA(1,1,1) with drift",200,TimesFM3,0.5675,0.7591666666666668,5.048528383411123,7.754804244654418
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",24,AutoARIMA,0.42916666666666664,0.6133333333333334,3.6209574004745564,5.5136959955828475
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",24,AutoETS,0.27749999999999997,0.4983333333333333,6.501116829536213,9.899365793459008
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",24,Combination,0.30416666666666664,0.5283333333333333,5.699572337288625,8.825527446417412
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",24,SeasonalNaive,0.5925,0.8041666666666667,2.047555630425666,3.117849240295264
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",24,Theta,0.19083333333333333,0.4275,6.976642781855108,11.063520550210377
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",24,TimesFM3,0.6508333333333333,0.8658333333333332,3.2300684290805766,5.2244079189331725
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",48,AutoARIMA,0.5266666666666666,0.7133333333333333,1.755886139378848,2.6737189380145012
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",48,AutoETS,0.3875,0.5825,2.2971064624724336,3.4978447141912836
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",48,Combination,0.46583333333333327,0.6575,2.117600952556707,3.2271451196363636
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",48,SeasonalNaive,0.5975,0.8016666666666667,2.074472340428146,3.158835791569103
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",48,Theta,0.3675,0.5341666666666667,2.2998102558188402,3.509871706703306
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",48,TimesFM3,0.5375,0.7591666666666668,2.4256219793796894,3.834489955992238
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",96,AutoARIMA,0.585,0.7841666666666667,1.7843464692396092,2.717055986598856
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",96,AutoETS,0.3883333333333333,0.5516666666666666,3.2903212140286873,5.010230415744087
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",96,Combination,0.45166666666666666,0.6316666666666666,2.9756126695020804,4.551852752700103
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",96,SeasonalNaive,0.6025,0.8108333333333333,2.0945328508070067,3.1893822861870116
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",96,Theta,0.3608333333333333,0.5283333333333333,3.852170325237946,5.9282718557573695
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",96,TimesFM3,0.6116666666666667,0.83,2.517124331905226,4.008696267486998
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",200,AutoARIMA,0.5933333333333333,0.775,1.756634234709122,2.6748580760298517
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",200,AutoETS,0.5141666666666667,0.7116666666666667,1.9763475374446826,3.009419415334914
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",200,Combination,0.5258333333333334,0.725,3.134749008995093,4.809220264635266
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",200,SeasonalNaive,0.5641666666666666,0.7583333333333333,2.1032268424327603,3.2026207812895127
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",200,Theta,0.3575,0.5391666666666667,5.671265254831473,8.743383302541034
h1_6,D4,"SARIMA(1,0,0)(1,1,0)[12]",200,TimesFM3,0.5708333333333333,0.8058333333333333,2.442527997555297,3.859773245656494
h1_6,D5,"ETS(A,A,A)",24,AutoARIMA,0.26666666666666666,0.41,2.2281633795265714,3.3928638601464622
h1_6,D5,"ETS(A,A,A)",24,AutoETS,0.09916666666666664,0.3308333333333333,5.290789040342369,8.056378222341454
h1_6,D5,"ETS(A,A,A)",24,Combination,0.11083333333333333,0.30833333333333335,4.141686136880764,6.409690395110116
h1_6,D5,"ETS(A,A,A)",24,SeasonalNaive,0.51,0.7458333333333332,1.989117429780615,3.028864356672094
h1_6,D5,"ETS(A,A,A)",24,Theta,0.06333333333333332,0.2533333333333333,4.9061059907733515,7.779829102842432
h1_6,D5,"ETS(A,A,A)",24,TimesFM3,0.5441666666666667,0.8141666666666667,2.777322655848447,4.441121474930986
h1_6,D5,"ETS(A,A,A)",48,AutoARIMA,0.5783333333333333,0.78,1.2851908333256554,1.9569828549595065
h1_6,D5,"ETS(A,A,A)",48,AutoETS,0.5366666666666666,0.7316666666666667,1.1706563789374187,1.7825792117589752
h1_6,D5,"ETS(A,A,A)",48,Combination,0.5391666666666667,0.7608333333333333,1.298262745894081,1.9817856903242133
h1_6,D5,"ETS(A,A,A)",48,SeasonalNaive,0.4875,0.7458333333333332,2.007094081402096,3.0562377226350184
h1_6,D5,"ETS(A,A,A)",48,Theta,0.4425,0.625,1.4389410254191686,2.205795004254159
h1_6,D5,"ETS(A,A,A)",48,TimesFM3,0.5858333333333333,0.7908333333333333,1.5185535528917526,2.3727662863769354
h1_6,D5,"ETS(A,A,A)",96,AutoARIMA,0.5458333333333333,0.7375,1.2144717884301182,1.8492977121845973
h1_6,D5,"ETS(A,A,A)",96,AutoETS,0.5466666666666666,0.7216666666666667,1.1838749056105555,1.8027072965510322
h1_6,D5,"ETS(A,A,A)",96,Combination,0.555,0.7466666666666667,1.1889368121677188,1.804605456444071
h1_6,D5,"ETS(A,A,A)",96,SeasonalNaive,0.525,0.7575,2.020868692406335,3.0772125668916313
h1_6,D5,"ETS(A,A,A)",96,Theta,0.5208333333333333,0.715,1.168463742462483,1.7618113605965837
h1_6,D5,"ETS(A,A,A)",96,TimesFM3,0.6108333333333333,0.8016666666666667,1.423015076307434,2.2234951122136852
h1_6,D5,"ETS(A,A,A)",200,AutoARIMA,0.5908333333333333,0.7933333333333333,1.1498215574104322,1.7508536598353392
h1_6,D5,"ETS(A,A,A)",200,AutoETS,0.5516666666666666,0.7516666666666667,1.120468951769718,1.7061579271100888
h1_6,D5,"ETS(A,A,A)",200,Combination,0.5916666666666667,0.79,1.148365831479654,1.7484928647374736
h1_6,D5,"ETS(A,A,A)",200,SeasonalNaive,0.5491666666666667,0.7741666666666667,2.032344926847891,3.094687632429956
h1_6,D5,"ETS(A,A,A)",200,Theta,0.515,0.685,1.1748069852588123,1.788467007266992
h1_6,D5,"ETS(A,A,A)",200,TimesFM3,0.5691666666666666,0.77,1.1894228636522166,1.8301965522809491
h1_6,D6,Local level with structural break,24,AutoARIMA,0.9608333333333333,0.9966666666666667,5.018305863607981,7.641463260837851
h1_6,D6,Local level with structural break,24,AutoETS,0.97,0.9983333333333333,4.850993183544041,7.386693278192411
h1_6,D6,Local level with structural break,24,Combination,0.9641666666666667,0.9983333333333333,4.7532401100380905,7.317509937953766
h1_6,D6,Local level with structural break,24,SeasonalNaive,0.9608333333333333,0.9966666666666667,5.039273505330814,7.67339106042722
h1_6,D6,Local level with structural break,24,Theta,0.945,0.995,4.390421282962248,6.9243732748310345
h1_6,D6,Local level with structural break,24,TimesFM3,0.6666666666666667,0.8683333333333333,2.074528678989582,3.7369906529918335
h1_6,D6,Local level with structural break,48,AutoARIMA,0.9125,0.9816666666666667,4.2403862237298435,6.456911240778405
h1_6,D6,Local level with structural break,48,AutoETS,0.9258333333333333,0.985,3.9953138568500255,6.083735205148664
h1_6,D6,Local level with structural break,48,Combination,0.9108333333333333,0.98,3.989000328437902,6.134647776209431
h1_6,D6,Local level with structural break,48,SeasonalNaive,0.93,0.9833333333333333,4.686742825758956,7.136586347944078
h1_6,D6,Local level with structural break,48,Theta,0.8816666666666667,0.9766666666666667,3.731300904733836,5.863296882701223
h1_6,D6,Local level with structural break,48,TimesFM3,0.6183333333333334,0.8408333333333333,1.7439195344303642,3.010506061362754
h1_6,D6,Local level with structural break,96,AutoARIMA,0.8791666666666668,0.9783333333333333,3.230041614383107,4.918441601233976
h1_6,D6,Local level with structural break,96,AutoETS,0.8833333333333333,0.9791666666666667,3.251126882079794,4.950548511978019
h1_6,D6,Local level with structural break,96,Combination,0.8733333333333333,0.9725,3.19495897336107,4.899645790584337
h1_6,D6,Local level with structural break,96,SeasonalNaive,0.9058333333333333,0.9816666666666667,4.319673218484022,6.577642952623624
h1_6,D6,Local level with structural break,96,Theta,0.8533333333333333,0.9716666666666667,3.1037084236203105,4.829947258541018
h1_6,D6,Local level with structural break,96,TimesFM3,0.6208333333333333,0.8625,1.803813495294595,3.024205706200915
h1_6,D6,Local level with structural break,200,AutoARIMA,0.81,0.9466666666666668,2.6122048745814266,3.9776506497242927
h1_6,D6,Local level with structural break,200,AutoETS,0.8208333333333333,0.9525,2.6460285088598035,4.029154496980906
h1_6,D6,Local level with structural break,200,Combination,0.8058333333333333,0.9483333333333333,2.60647206417656,3.973657885016282
h1_6,D6,Local level with structural break,200,SeasonalNaive,0.9025,0.975,4.074116004382501,6.203728631538103
h1_6,D6,Local level with structural break,200,Theta,0.7941666666666667,0.9441666666666667,2.5611828090884505,3.9141685083436464
h1_6,D6,Local level with structural break,200,TimesFM3,0.6083333333333334,0.8191666666666667,1.7432145503425402,2.7543932327302754
h1_6,D7,Logistic growth,24,AutoARIMA,0.5616666666666666,0.7566666666666667,1.846383977170986,2.811521599205164
h1_6,D7,Logistic growth,24,AutoETS,0.5508333333333334,0.7533333333333333,2.1434661461317366,3.2638938820559042
h1_6,D7,Logistic growth,24,Combination,0.48,0.6891666666666667,2.117114903462506,3.2642891901694338
h1_6,D7,Logistic growth,24,SeasonalNaive,0.22166666666666665,0.47,3.747218492930511,5.70595599836031
h1_6,D7,Logistic growth,24,Theta,0.2583333333333333,0.495,2.3614945870847954,3.7174520892472334
h1_6,D7,Logistic growth,24,TimesFM3,0.5,0.7008333333333333,1.6922289748825292,2.6660470769262643
h1_6,D7,Logistic growth,48,AutoARIMA,0.675,0.855,2.2235531435508538,3.3858437721347463
h1_6,D7,Logistic growth,48,AutoETS,0.5133333333333333,0.7183333333333333,1.827679680897538,2.7830402358371256
h1_6,D7,Logistic growth,48,Combination,0.6708333333333333,0.8583333333333333,2.176322517289408,3.356299387100553
h1_6,D7,Logistic growth,48,SeasonalNaive,0.31416666666666665,0.6508333333333333,3.775918672831872,5.749658270851532
h1_6,D7,Logistic growth,48,Theta,0.3725,0.6941666666666667,2.477734727419833,3.9000141533297863
h1_6,D7,Logistic growth,48,TimesFM3,0.705,0.88,1.9431549899907503,3.1213696786315075
h1_6,D7,Logistic growth,96,AutoARIMA,0.6141666666666666,0.8066666666666668,2.054590098944096,3.1285607501561743
h1_6,D7,Logistic growth,96,AutoETS,0.5791666666666666,0.7791666666666667,1.9278773344005977,2.935612978287565
h1_6,D7,Logistic growth,96,Combination,0.7033333333333333,0.885,2.2093477275835074,3.40599280449882
h1_6,D7,Logistic growth,96,SeasonalNaive,0.7975,0.9608333333333333,3.8096603073422073,5.801037255608346
h1_6,D7,Logistic growth,96,Theta,0.8125,0.9558333333333333,2.6455757494058276,4.153804685052719
h1_6,D7,Logistic growth,96,TimesFM3,0.725,0.8991666666666667,2.1735526578999074,3.396676165305639
h1_6,D7,Logistic growth,200,AutoARIMA,0.6366666666666666,0.83,1.9637262696841415,2.9902007872722494
h1_6,D7,Logistic growth,200,AutoETS,0.6416666666666667,0.8266666666666667,1.9242908630570787,2.930151794821987
h1_6,D7,Logistic growth,200,Combination,0.7025,0.8691666666666668,2.1858307221878883,3.357616734790041
h1_6,D7,Logistic growth,200,SeasonalNaive,0.8625,0.96,3.812904497959055,5.805977242146347
h1_6,D7,Logistic growth,200,Theta,0.7183333333333333,0.9041666666666667,2.669475033822444,4.152497622275888
h1_6,D7,Logistic growth,200,TimesFM3,0.6191666666666666,0.8325,1.8458893720970286,2.9234652713179967
h1_6,D8,Intermittent demand,24,AutoARIMA,0.7233333333333333,0.8266666666666667,1.901877538421268,2.896022628244117
h1_6,D8,Intermittent demand,24,AutoETS,0.7425,0.8466666666666667,2.0333009724463946,3.096143420003533
h1_6,D8,Intermittent demand,24,Combination,0.7233333333333333,0.8325,1.976276618299909,2.9581094489644055
h1_6,D8,Intermittent demand,24,SeasonalNaive,0.8141666666666667,0.935,4.736565391793134,7.212452052079759
h1_6,D8,Intermittent demand,24,Theta,0.6841666666666667,0.8233333333333333,1.9936513440320647,2.8821622986455666
h1_6,D8,Intermittent demand,24,TimesFM3,0.6266666666666666,0.8675,1.6763731749955642,2.967760207582353
h1_6,D8,Intermittent demand,48,AutoARIMA,0.7691666666666667,0.8416666666666667,1.9309892326570435,2.9403515209042155
h1_6,D8,Intermittent demand,48,AutoETS,0.7825,0.845,2.0072296909781118,3.0564442177393625
h1_6,D8,Intermittent demand,48,Combination,0.7741666666666667,0.8325,1.9831799083039714,2.9756271481802314
h1_6,D8,Intermittent demand,48,SeasonalNaive,0.8083333333333332,0.9216666666666667,4.845797011809858,7.378780975418738
h1_6,D8,Intermittent demand,48,Theta,0.7083333333333333,0.8333333333333333,2.0113208012767596,2.9300857058971155
h1_6,D8,Intermittent demand,48,TimesFM3,0.5775,0.7741666666666667,1.744055657169286,2.7594563202665547
h1_6,D8,Intermittent demand,96,AutoARIMA,0.7358333333333333,0.825,1.867986182906231,2.844415660660448
h1_6,D8,Intermittent demand,96,AutoETS,0.7425,0.8308333333333333,1.8999038115311613,2.89301719933492
h1_6,D8,Intermittent demand,96,Combination,0.7491666666666668,0.8258333333333333,1.9009484203942342,2.8572800435887853
h1_6,D8,Intermittent demand,96,SeasonalNaive,0.8283333333333333,0.935,4.759292303352652,7.24705872302299
h1_6,D8,Intermittent demand,96,Theta,0.705,0.8183333333333332,1.9349552667453103,2.8344072707709875
h1_6,D8,Intermittent demand,96,TimesFM3,0.6,0.8133333333333332,1.7564305450430202,2.597888429732267
h1_6,D8,Intermittent demand,200,AutoARIMA,0.7266666666666667,0.835,1.8729885071998658,2.8520327885015013
h1_6,D8,Intermittent demand,200,AutoETS,0.7408333333333332,0.8333333333333333,1.8893053537926403,2.8768787399361493
h1_6,D8,Intermittent demand,200,Combination,0.75,0.8316666666666667,1.898710741738992,2.8533906214111364
h1_6,D8,Intermittent demand,200,SeasonalNaive,0.8141666666666667,0.9291666666666667,4.7584921670293365,7.245840341265391
h1_6,D8,Intermittent demand,200,Theta,0.6975,0.8225,1.9338383642244694,2.8312603357957586
h1_6,D8,Intermittent demand,200,TimesFM3,0.6125,0.8275,1.835893740617833,2.5761601716213702
h1_6,D9,"AR(1) with GARCH(1,1) errors",24,AutoARIMA,0.505,0.6916666666666668,2.322509584412299,3.5365264981020204
h1_6,D9,"AR(1) with GARCH(1,1) errors",24,AutoETS,0.5541666666666667,0.725,2.6897534046774587,4.095735170629672
h1_6,D9,"AR(1) with GARCH(1,1) errors",24,Combination,0.5525,0.7241666666666667,2.522407929637423,3.852472281269406
h1_6,D9,"AR(1) with GARCH(1,1) errors",24,SeasonalNaive,0.6775,0.8616666666666667,3.7659172436104673,5.734428917354873
h1_6,D9,"AR(1) with GARCH(1,1) errors",24,Theta,0.5241666666666667,0.7058333333333333,2.5549607998225117,3.9251551750765254
h1_6,D9,"AR(1) with GARCH(1,1) errors",24,TimesFM3,0.5525,0.7675,2.4706299745319624,3.927999286155517
h1_6,D9,"AR(1) with GARCH(1,1) errors",48,AutoARIMA,0.58,0.765,2.316714749345747,3.5277026000640803
h1_6,D9,"AR(1) with GARCH(1,1) errors",48,AutoETS,0.5875,0.7891666666666667,2.824988911138811,4.30166067263609
h1_6,D9,"AR(1) with GARCH(1,1) errors",48,Combination,0.5866666666666667,0.7941666666666667,2.6143846669190474,4.003229395001854
h1_6,D9,"AR(1) with GARCH(1,1) errors",48,SeasonalNaive,0.6983333333333333,0.87,3.828615809686761,5.829901134912125
h1_6,D9,"AR(1) with GARCH(1,1) errors",48,Theta,0.5558333333333334,0.7641666666666667,2.701450340272586,4.180324912305392
h1_6,D9,"AR(1) with GARCH(1,1) errors",48,TimesFM3,0.5866666666666667,0.805,2.414739108552072,3.7713290892098685
h1_6,D9,"AR(1) with GARCH(1,1) errors",96,AutoARIMA,0.605,0.7816666666666667,2.2574909014865003,3.437521397506509
h1_6,D9,"AR(1) with GARCH(1,1) errors",96,AutoETS,0.6466666666666667,0.8225,2.921886205855368,4.449207900281319
h1_6,D9,"AR(1) with GARCH(1,1) errors",96,Combination,0.6483333333333333,0.8308333333333333,2.666564530425926,4.090552868421496
h1_6,D9,"AR(1) with GARCH(1,1) errors",96,SeasonalNaive,0.7358333333333333,0.8966666666666667,3.847816499733378,5.859138365874463
h1_6,D9,"AR(1) with GARCH(1,1) errors",96,Theta,0.6175,0.8241666666666667,2.8203164839359096,4.384929307476662
h1_6,D9,"AR(1) with GARCH(1,1) errors",96,TimesFM3,0.6208333333333333,0.8241666666666667,2.3463975620707007,3.643768575289349
h1_6,D9,"AR(1) with GARCH(1,1) errors",200,AutoARIMA,0.5675,0.7683333333333333,2.2657680784907477,3.450125201599058
h1_6,D9,"AR(1) with GARCH(1,1) errors",200,AutoETS,0.6008333333333333,0.7983333333333333,2.9579411832255964,4.504109453202379
h1_6,D9,"AR(1) with GARCH(1,1) errors",200,Combination,0.6075,0.7975,2.7010023570524084,4.147377849495895
h1_6,D9,"AR(1) with GARCH(1,1) errors",200,SeasonalNaive,0.6883333333333332,0.8825,3.867724867870871,5.889453190805543
h1_6,D9,"AR(1) with GARCH(1,1) errors",200,Theta,0.5825,0.7933333333333333,2.8792978094408808,4.4878988936862445
h1_6,D9,"AR(1) with GARCH(1,1) errors",200,TimesFM3,0.5816666666666667,0.7758333333333333,2.2891616175646203,3.5457592083705305
