unique_id,origin,method,MASE,RMSSE,sMAPE,MAPE,SPL,cover60,cover80,width60,width80,denom_ok
M13944,0,Combination,1.1539350792644232,1.1924960923150987,13.6452717642404,12.348089105710711,0.45891891596101064,0.5,0.7222222222222222,1.808626381507359,2.7439254813337635,True
M13944,0,TimesFM3,1.1417093002437362,1.2052908212409994,13.469058508106821,12.189139524758666,0.45648565959602394,0.4444444444444444,0.7222222222222222,1.4809385339370922,2.3407713717803236,True
M13944,1,SeasonalNaive,1.5238804273977717,1.406979250028848,22.673384579819,19.56873528296298,0.581897048591299,0.4444444444444444,0.5,2.461096831689468,3.7475557552401546,True
M13944,1,Theta,0.5712778242720377,0.5377412469642822,7.641638879569642,7.252278245696746,0.24323997546884976,0.7222222222222222,0.8888888888888888,1.8086380889558538,2.724091789009996,True
M13944,1,AutoETS,0.6292736901450681,0.5727595901032313,8.398219422153794,7.954155552895088,0.23736877487862076,0.7222222222222222,1.0,1.838742057457441,2.799885112645666,True
M13944,1,AutoARIMA,0.577079854631932,0.5362542875324711,7.672484723933924,7.284856885561654,0.22665503884387767,0.7777777777777778,1.0,1.8764607078182,2.85731996990901,True
M13944,1,Combination,0.5751145968998869,0.533983508153862,7.649745129178215,7.264845720882063,0.2307009404849473,0.6666666666666666,1.0,1.8412802847438319,2.7937656238548905,True
M13944,1,TimesFM3,0.3502843440343779,0.33769085380943475,4.553654181205242,4.4295243081069735,0.17311209986495865,1.0,1.0,1.8284628282771123,2.8846433788556483,True
M13944,2,SeasonalNaive,1.2645002311222056,1.265930904865911,18.07055474352933,19.755269282771117,0.5069320026531762,0.5555555555555556,0.7777777777777778,2.4573603959135077,3.74186621827599,True
M13944,2,Theta,0.8976798948209281,0.74819329249429,13.36168587524649,13.559283082567703,0.32180557677959454,0.3888888888888889,0.8888888888888888,1.8088090488992332,2.729347749298577,True
M13944,2,AutoETS,0.9297047377594001,0.784544911686244,13.795635953703705,13.866210203191725,0.3221433432362953,0.7222222222222222,0.8888888888888888,1.8439615396981226,2.807832910740637,True
M13944,2,AutoARIMA,0.9908640829235813,0.8374485947713662,14.709254020822913,14.60950352567706,0.3423119256472763,0.5555555555555556,0.8888888888888888,1.8773543049196249,2.858680666049524,True
M13944,2,Combination,0.9394162385013033,0.7788668947536826,13.94619236394045,14.011665603812162,0.3253376235626879,0.6111111111111112,0.9444444444444444,1.8433749645056603,2.7986204420295793,True
M13944,2,TimesFM3,0.8836986391363186,0.885164605157458,12.809924403766063,14.560924432578709,0.3532148380708745,0.6666666666666666,0.7222222222222222,2.057761123931268,3.2359171326645906,True
M13945,0,SeasonalNaive,0.29101459536186847,0.24760978965087027,8.83407044540914,8.83719007270392,0.2382499965977722,1.0,1.0,2.941106211403155,4.478474543299551,True
M13945,0,Theta,0.3088054515263115,0.25458914612553074,9.617819855683857,9.25334363301798,0.19939261516223908,0.9444444444444444,1.0,2.2376264136467765,3.3872908481593256,True
M13945,0,AutoETS,0.30699427189005773,0.24938219753617197,9.533201386996257,9.447442389892286,0.133169473544208,0.8888888888888888,0.9444444444444444,1.1626139548688557,1.770332870121318,True
M13945,0,AutoARIMA,0.31850368644848964,0.24587684311292332,9.835532637796918,9.338306331303206,0.20075740645185042,0.9444444444444444,1.0,2.3629933179712537,3.5981717965473976,True
M13945,0,Combination,0.30369723263697135,0.2400774817388591,9.414030644812613,9.103322575848516,0.17261835609675313,0.9444444444444444,1.0,1.9210778954956291,2.9185985049426812,True
M13945,0,TimesFM3,0.2956915854233259,0.22927154717157183,8.970861009155488,9.162550249980708,0.11386978238541157,0.6111111111111112,0.8888888888888888,0.7271859602913711,1.1854382063286812,True
M13945,1,SeasonalNaive,0.3307858218194504,0.25217637889819744,9.952316740212767,10.390420525217149,0.23474505261039794,1.0,1.0,2.907383910252588,4.427124997792234,True
M13945,1,Theta,0.27806939713729045,0.22396773186832536,8.772404054123898,8.464027089099684,0.1903688338395807,1.0,1.0,2.2029989332811586,3.3352418626914693,True
M13945,1,AutoETS,0.2468694787085902,0.21463609050774665,7.755319792525363,7.675198729183107,0.12046436955792902,0.9444444444444444,1.0,1.1800377481097397,1.7968643888316824,True
